rank,finalWorth (million dollars),category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,birthYear,birthMonth,birthDay
2405,"$1,100.00",Finance & Investments,Jonas Kamprad,57,United Kingdom,London,IKEA,Finance & Investments,Sweden,FALSE,E,M,Kamprad,Jonas,,1966,3,4
2405,"$1,100.00",Finance & Investments,Mathias Kamprad,53,United Kingdom,London,IKEA,Finance & Investments,Sweden,FALSE,E,M,Kamprad,Mathias,,1969,6,27
2405,"$1,100.00",Finance & Investments,Peter Kamprad,59,Belgium,Tervuren,IKEA,Finance & Investments,Sweden,FALSE,E,M,Kamprad,Peter,,1964,3,29
2405,"$1,100.00",Service,Fumio Kaneko,66,Japan,Kobe,Waste management,Service,Japan,TRUE,N,M,Kaneko,Fumio,,1956,10,17
2405,"$1,100.00",Automotive,Sunjay Kapur,51,India,Delhi,Auto parts,Automotive,United States,FALSE,D,M,Kapur,Sunjay,,1971,10,15
2405,"$1,100.00",Energy,Ali Metin Kazanci,88,Turkey,Istanbul,Energy,Energy,Turkey,TRUE,R,M,Kazanci,Ali Metin,,1934,8,30
2405,"$1,100.00",Healthcare,Kangbao Ke & family,60,China,Guangzhou,Retailing,Healthcare,China,TRUE,U,M,Ke,Kangbao,,1963,1,1
2405,"$1,100.00",Sports,Carsten Koerl,58,Switzerland,Zurich,Sports data,Sports,Germany,TRUE,D,M,Koerl,Carsten,"Entrepreneur, Investor",1964,11,27
2405,"$1,100.00",Technology,Koo Bon-sik,64,South Korea,Seoul,LG,Technology,South Korea,FALSE,E,M,Koo,Bon-sik,,1958,6,28
2405,"$1,100.00",Energy,Andrei Kosogov,62,Russia,Moscow,Banking,Energy,Russia,TRUE,D,M,Kosogov,Andrei,,1961,3,15
2405,"$1,100.00",Manufacturing,Yogesh Kothari,74,India,Mumbai,Specialty chemicals,Manufacturing,India,TRUE,D,M,Kothari,Yogesh,,1949,1,1
2405,"$1,100.00",Healthcare,Arvind Lal,73,India,Delhi,Medical diagnostics,Healthcare,India,FALSE,D,M,Lal,Arvind,,1949,8,22
2405,"$1,100.00",Gambling & Casinos,Manuel Lao Hernández,78,Spain,Matadepera,Casinos,Gambling & Casinos,Spain,TRUE,D,M,Lao Hernández,Manuel,,1944,6,10
2405,"$1,100.00",Construction & Engineering,Lee Joong-keun,82,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,TRUE,D,M,Lee,Joong-keun,,1941,1,11
2405,"$1,100.00",Finance & Investments,Nancy Lerner,62,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,FALSE,E,F,Lerner,Nancy,,1960,5,11
2405,"$1,100.00",Finance & Investments,Norma Lerner,87,United States,Cleveland,Banking,Finance & Investments,United States,FALSE,E,F,Lerner,Norma,,1936,3,28
2405,"$1,100.00",Finance & Investments,Randolph Lerner,61,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,FALSE,E,M,Lerner,Randolph,,1962,2,21
2405,"$1,100.00",Healthcare,Lin Zhijun,47,China,Xiamen,Medical devices,Healthcare,China,TRUE,D,M,Lin,Zhijun,,1975,9,1
2405,"$1,100.00",Healthcare,Lin Zhixiong & family,49,China,Xiamen,Medical devices,Healthcare,China,TRUE,D,M,Lin,Zhixiong,,1973,7,1
2405,"$1,100.00",Manufacturing,Jeffrey Lorberbaum,68,United States,Chattanooga,Flooring,Manufacturing,United States,FALSE,D,M,Lorberbaum,Jeffrey,,1954,10,25
2405,"$1,100.00",Telecom,Lu Rongfu,52,China,Xiamen,Telecommunication,Telecom,China,TRUE,D,M,Lu,Rongfu,,1971,1,1
2405,"$1,100.00",Fashion & Retail,Lyu Yixiong,60,China,Shanghai,Cosmetics,Fashion & Retail,China,TRUE,N,M,Lyu,Yixiong,,1963,1,1
2405,"$1,100.00",Technology,Soichiro Minami,46,Japan,Tokyo,Internet and software,Technology,Japan,TRUE,E,M,Minami,Soichiro,,1976,6,15
2405,"$1,100.00",Automotive,Pawan Munjal,68,India,Delhi,Two wheelers,Automotive,India,FALSE,Split Family Fortune,M,Munjal,Pawan,,1954,10,28
2405,"$1,100.00",Automotive,Renu Munjal,68,India,Delhi,Two wheelers,Automotive,India,FALSE,Split Family Fortune,F,Munjal,Renu,,1955,3,6
2405,"$1,100.00",Automotive,Suman Munjal,70,India,Delhi,Motorcycles,Automotive,India,FALSE,Split Family Fortune,M,Munjal,Suman,,1953,2,26
2405,"$1,100.00",Energy,Dmitry Nikolaev,56,Russia,Kemerovo,Coal,Energy,Russia,TRUE,N,M,Nikolaev,Dmitry ,,1966,8,17
2405,"$1,100.00",Automotive,Sjamsul Nursalim,81,Singapore,Singapore,"Tires, retail",Automotive,Indonesia,FALSE,R,M,Nursalim,Sjamsul,,1942,1,19
2405,"$1,100.00",Fashion & Retail,Adrian Paval,54,Romania,Bacau,Retail,Fashion & Retail,Romania,TRUE,U,M,Paval,Adrian,,1968,9,23
2405,"$1,100.00",Diversified,Antonio Percassi,69,Italy,Bergamo,"Real estate, diversified",Diversified,Italy,TRUE,D,M,Percassi,Antonio,,1953,6,9
2405,"$1,100.00",Fashion & Retail,Kevin Plank,50,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,TRUE,D,M,Plank,Kevin,Chairman and CEO,1972,8,13
2405,"$1,100.00",Healthcare,G.V. Prasad,62,India,Hyderabad,Pharmaceuticals,Healthcare,India,FALSE,U,M,Prasad,G.V.,,1960,11,22
2405,"$1,100.00",Healthcare,Pu Zhongjie & family,60,China,Beijing,Medical equipment,Healthcare,China,TRUE,E,M,Pu,Zhongjie,,1963,1,1
2405,"$1,100.00",Healthcare,Rao Wei & family,58,China,Shenzhen,Pharmaceuticals,Healthcare,China,TRUE,R,M,Rao,Wei,,1964,11,12
2405,"$1,100.00",Service,Helena Revoredo,76,Spain,Madrid,Security services,Service,Spain,FALSE,D,F,Revoredo,Helena,,1947,2,10
2405,"$1,100.00",Finance & Investments,Matthew Roszak,50,United States,Chicago,Cryptocurrency,Finance & Investments,United States,TRUE,D,M,Roszak,Matthew,,1972,12,9
2405,"$1,100.00",Technology,Paul Sciarra,42,United States,San Francisco,Pinterest,Technology,United States,TRUE,D,M,Sciarra,Paul,,1981,2,15
2405,"$1,100.00",Finance & Investments,Rajesh Sharma,53,India,Mumbai,Finance,Finance & Investments,India,FALSE,N,M,Sharma,Rajesh,,1970,2,25
2405,"$1,100.00",Energy,Dean Solon,58,United States,Gallatin,Solar systems,Energy,United States,TRUE,U,M,Solon,Dean,,1965,1,1
2405,"$1,100.00",Finance & Investments,Michael Spencer,67,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,TRUE,E,M,Spencer,Michael,,1955,5,30
2405,"$1,100.00",Finance & Investments,Joseph Steinberg,79,United States,New York,Investments,Finance & Investments,United States,TRUE,U,M,Steinberg,Joseph,,1944,2,5
2405,"$1,100.00",Food & Beverage,Zachary Stern,41,United States,Jackson,Liquor,Food & Beverage,United States,FALSE,Split Family Fortune,M,Stern,Zachary,,1982,1,9
2405,"$1,100.00",Manufacturing,Manny Stul,73,Australia,Melbourne,Toys,Manufacturing,Australia,TRUE,D,M,Stul,Manny,,1949,5,9
2405,"$1,100.00",Technology,Sun Hongjun,49,China,Shanghai,Semiconductors,Technology,China,TRUE,D,M,Sun,Hongjun,,1973,7,1
2405,"$1,100.00",Manufacturing,Sun Weijie,59,China,Yantai,Oilfield equipment,Manufacturing,China,TRUE,D,M,Sun,Weijie,,1963,7,26
2405,"$1,100.00",Technology,Sehat Sutardja,61,United States,Las Vegas,Semiconductors,Technology,United States,TRUE,D,M,Sutardja,Sehat,,1961,7,9
2405,"$1,100.00",Media & Entertainment,Min-Liang Tan,45,Singapore,Singapore,gaming,Media & Entertainment,Singapore,TRUE,R,M,Tan,Min-Liang,,1977,11,5
2405,"$1,100.00",Fashion & Retail,Tan Yu Yeh,52,Malaysia,Selangor,Retail,Fashion & Retail,Malaysia,TRUE,D,M,Tan,Yu Yeh,,1971,1,1
2405,"$1,100.00",Automotive,Tang Aoqi & family,77,China,Changzhou,Auto parts,Automotive,China,TRUE,N,M,Tang,Aoqi,,1945,4,11
2405,"$1,100.00",Manufacturing,Vonnarat Tangkaravakoon,51,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,FALSE,D,M,Tangkaravakoon,Vonnarat,,1971,9,11
2405,"$1,100.00",Food & Beverage,Tsao Ter-fung,76,Taiwan,Taipei,Food,Food & Beverage,Taiwan,TRUE,N,M,Tsao,Ter-fung,,1947,1,1
2405,"$1,100.00",Manufacturing,Tung Ching Sai,58,China,Dongguan,Manufacturing,Manufacturing,China,TRUE,D,M,Tung,Ching Sai,,1965,1,1
2405,"$1,100.00",Technology,Arkady Volozh,59,Israel,Tel Aviv,Search engine,Technology,Russia,TRUE,R,M,Volozh,Arkady,,1964,2,11
2405,"$1,100.00",Manufacturing,Peter-Alexander Wacker,71,Germany,Starnberg,Chemicals,Manufacturing,Germany,FALSE,U,M,Wacker,Peter-Alexander,,1951,10,2
2405,"$1,100.00",Food & Beverage,Wan Long,82,China,Luohe,Food,Food & Beverage,China,TRUE,D,M,Wan,Long,,1940,9,1
2405,"$1,100.00",Diversified,Wang Han,35,China,Shanghai,Airline,Diversified,China,FALSE,D,M,Wang,Han,,1987,8,1
2405,"$1,100.00",Media & Entertainment,Lars Wingefors,46,Sweden,Karlstad,Video games,Media & Entertainment,Sweden,TRUE,D,M,Wingefors,Lars,,1977,4,2
2405,"$1,100.00",Manufacturing,Allan Wong,73,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,TRUE,E,M,Wong,Allan,,1950,4,1
2405,"$1,100.00",Sports,Tiger Woods,47,United States,Jupiter Island,Golf,Sports,United States,TRUE,N,M,Woods,Tiger,Athlete,1975,12,30
2405,"$1,100.00",Fashion & Retail,Horst Wortmann,81,Germany,Detmold,Footwear,Fashion & Retail,Germany,TRUE,D,M,Wortmann,Horst,,1941,5,8
2405,"$1,100.00",Telecom,Wu Kaiting,53,China,Xiamen,Electronics,Telecom,Hong Kong,TRUE,D,M,Wu,Kaiting,,1969,12,1
2405,"$1,100.00",Manufacturing,Wu Li-gann,82,Taiwan,Kaohsiung,Electronic components,Manufacturing,Taiwan,TRUE,D,M,Wu,Li-gann,,1941,1,1
2405,"$1,100.00",Food & Beverage,Wu Xiangdong,54,China,Beijing,Consumer,Food & Beverage,China,TRUE,D,M,Wu,Xiangdong,,1969,1,1
2405,"$1,100.00",Healthcare,Xiu Laigui,68,China,Tonghua,Pharmaceuticals,Healthcare,China,TRUE,D,M,Xiu,Laigui,,1954,7,1
2405,"$1,100.00",Healthcare,Xu Jiangnan,61,China,Leping,Vitamins,Healthcare,China,TRUE,N,M,Xu,Jiangnan,,1962,1,1
2405,"$1,100.00",Telecom,Xue Jiping,72,China,Nantong,Cable,Telecom,China,TRUE,D,M,Xue,Jiping,,1951,1,1
2405,"$1,100.00",Manufacturing,Yao Hsiao Tung,83,Singapore,Singapore,Manufacturing,Manufacturing,Singapore,TRUE,U,M,Yao,Hsiao Tung,,1940,1,1
2405,"$1,100.00",Technology,Ye Qiongjiu,68,China,Hangzhou,Software,Technology,China,TRUE,U,F,Ye,Qiongjiu,,1954,10,14
2405,"$1,100.00",Food & Beverage,Yanqiao Ye,53,China,Foshan,Soy sauce,Food & Beverage,China,TRUE,D,M,Ye,Yanqiao,,1969,10,1
2405,"$1,100.00",Manufacturing,Yeh Kuo-I,81,,,Manufacturing,Manufacturing,Taiwan,TRUE,D,M,Yeh,Kuo-I,,1941,4,21
2405,"$1,100.00",Media & Entertainment,Yu Faxiang,51,China,Shaoxing,"Tourism, cultural industry",Media & Entertainment,China,TRUE,D,M,Yu,Faxiang,,1971,10,7
2405,"$1,100.00",Metals & Mining,Zeng Chaolin,40,China,Yongzhou,Aluminium,Metals & Mining,China,FALSE,D,M,Zeng,Chaolin,,1982,8,1
2405,"$1,100.00",Construction & Engineering,Kapeng Zhang,58,China,Linhai,Building materials,Construction & Engineering,China,TRUE,U,M,Zhang,Kapeng,,1965,1,1
2405,"$1,100.00",Fashion & Retail,Zhang Xuansong,51,China,Fuzhou,Supermarkets,Fashion & Retail,China,TRUE,D,M,Zhang,Xuansong,,1971,10,9
2405,"$1,100.00",Food & Beverage,Zhang Xuewu,48,China,Changsha,Snacks,Food & Beverage,China,TRUE,R,M,Zhang,Xuewu,,1974,8,19
2405,"$1,100.00",Technology,Zhu Yiming,50,China,Beijing,Semiconductors,Technology,China,TRUE,D,M,Zhu,Yiming,,1972,7,1
2405,"$1,100.00",Manufacturing,Zhu Zhaojiang,49,China,Shenzhen,Smartphones,Manufacturing,China,TRUE,D,M,Zhu,Zhaojiang,,1974,1,1
2405,"$1,100.00",Manufacturing,Zhuo Jun,57,Hong Kong,Hong Kong,Printed circuit boards,Manufacturing,Hong Kong,FALSE,D,F,Zhuo,Jun,,1966,1,1
2540,"$1,000.00",Food & Beverage,Manohar Lal Agarwal,68,India,Delhi,Snacks,Food & Beverage,India,FALSE,N,M,Agarwal,Manohar Lal,,1954,10,30
2540,"$1,000.00",Finance & Investments,Christian Angermayer,44,United Kingdom,London,Investments,Finance & Investments,Germany,TRUE,D,M,Angermayer,Christian,,1978,4,26
2540,"$1,000.00",Fashion & Retail,Ryuji Arai,76,Japan,Tokyo,Retail,Fashion & Retail,Japan,TRUE,D,M,Arai,Ryuji,,1946,5,28
2540,"$1,000.00",Healthcare,Anna Maria Braun,44,Germany,Melsungen,Medical technology,Healthcare,Germany,FALSE,D,F,Braun,Anna Maria,,1979,1,1
2540,"$1,000.00",Healthcare,Johanna Braun,43,Germany,Melsungen,Medical technology,Healthcare,Germany,FALSE,E,F,Braun,Johanna,,1980,1,1
2540,"$1,000.00",Healthcare,Karl Friedrich Braun,40,Germany,Melsungen,Medical technology,Healthcare,Germany,FALSE,E,M,Braun,Karl Friedrich,,1983,1,1
2540,"$1,000.00",Healthcare,Ludwig Theodor Braun,33,Germany,Melsungen,Medical technology,Healthcare,Germany,FALSE,D,M,Braun,Ludwig Theodor,,1990,1,1
2540,"$1,000.00",Diversified,Ana Maria Brescia Cafferata,98,Peru,Lima,"Mining, banking",Diversified,Peru,FALSE,D,F,Brescia Cafferata,Ana Maria,,1924,4,19
2540,"$1,000.00",Media & Entertainment,Jimmy Buffett,76,United States,Palm Beach,"Entertainment, Margaritaville",Media & Entertainment,United States,TRUE,N,M,Buffett,Jimmy,Musician,1946,12,25
2540,"$1,000.00",Gambling & Casinos,Hideyuki Busujima,70,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,FALSE,R,M,Busujima,Hideyuki,,1952,9,30
2540,"$1,000.00",Finance & Investments,Edouard Carmignac,75,France,Paris,Asset management,Finance & Investments,France,TRUE,D,M,Carmignac,Edouard,,1947,9,4
2540,"$1,000.00",Logistics,Chang Kuo-Ming,,Taiwan,Taipei,Transportation,Logistics,Taiwan,FALSE,D,M,Chang,Kuo-Ming,,,,
2540,"$1,000.00",Manufacturing,Chen Jiancheng,64,China,Shangyu,Manufacturing,Manufacturing,China,TRUE,D,M,Chen,Jiancheng,,1959,1,13
2540,"$1,000.00",Media & Entertainment,Rui Chen,45,China,Shanghai,Online entertainment,Media & Entertainment,China,TRUE,R,M,Chen,Rui,,1978,1,1
2540,"$1,000.00",Manufacturing,Chen Shiliang,59,China,Tongxiang,Polyester,Manufacturing,China,TRUE,D,M,Chen,Shiliang,,1963,12,1
2540,"$1,000.00",Technology,Tianqiao Chen,49,United States,Atherton,Online games,Technology,China,TRUE,D,M,Chen,Tianqiao,,1973,5,16
2540,"$1,000.00",Energy,Yuantai Chen,55,China,Ningde,Batteries,Energy,China,TRUE,D,M,Chen,Yuantai,,1968,3,1
2540,"$1,000.00",Food & Beverage,Cheng Antares,65,Hong Kong,Hong Kong,Liquor,Food & Beverage,Hong Kong,TRUE,D,M,Cheng,Antares,,1957,11,1
2540,"$1,000.00",Manufacturing,Kochouseph Chittilappilly,72,India,Kochi,Electrical appliances,Manufacturing,India,TRUE,R,M,Chittilappilly,Kochouseph,,1950,12,27
2540,"$1,000.00",Real Estate,John Christodoulou,57,Monaco,Monaco,Real estate,Real Estate,United Kingdom,TRUE,N,M,Christodoulou,John,,1965,5,24
2540,"$1,000.00",Finance & Investments,Pollyanna Chu,64,Hong Kong,Hong Kong,"Financial services, property",Finance & Investments,Hong Kong,TRUE,E,F,Chu,Pollyanna,,1958,8,3
2540,"$1,000.00",Diversified,Turgay Ciner,67,Turkey,Istanbul,Diversified,Diversified,Turkey,TRUE,D,M,Ciner,Turgay,,1956,3,1
2540,"$1,000.00",Technology,Benoit Dageville,56,United States,San Carlos,Software,Technology,United States,TRUE,D,M,Dageville,Benoit,,1966,6,29
2540,"$1,000.00",Real Estate,Mark Dixon,63,Monaco,Monaco,Office real estate,Real Estate,United Kingdom,TRUE,D,M,Dixon,Mark,,1959,11,2
2540,"$1,000.00",Technology,Du Yulin & family,50,China,Guangzhou,Software,Technology,China,TRUE,N,M,Du,Yulin,,1972,8,1
2540,"$1,000.00",Healthcare,Feng Yuxia,58,China,Beijing,Pharmaceuticals,Healthcare,China,TRUE,D,F,Feng,Yuxia,,1964,11,6
2540,"$1,000.00",Healthcare,Benedicte Find,68,Denmark,Copenhagen,Medical devices,Healthcare,Denmark,FALSE,D,F,Find,Benedicte,,1954,9,21
2540,"$1,000.00",Fashion & Retail,William Fisher,66,United States,San Francisco,Gap,Fashion & Retail,United States,FALSE,D,M,Fisher,William,Director,1957,4,1
2540,"$1,000.00",Manufacturing,Gao Yunfeng,56,China,Shenzhen,Industrial lasers,Manufacturing,China,TRUE,D,M,Gao,Yunfeng,,1967,2,1
2540,"$1,000.00",Real Estate,Jianming Geng,60,China,Langfang,Real estate,Real Estate,China,TRUE,D,M,Geng,Jianming,,1962,9,1
2540,"$1,000.00",Finance & Investments,Sven Hagströmer,79,Sweden,Stockholm,Financial services,Finance & Investments,Sweden,TRUE,D,M,Hagströmer,Sven,,1943,11,30
2540,"$1,000.00",Service,Clelia Haji-Ioannou,52,Monaco,Monte Carlo,EasyJet,Service,Cyprus,FALSE,R,F,Haji-Ioannou,Clelia,,1971,1,1
2540,"$1,000.00",Service,Stelios Haji-Ioannou,56,Monaco,Monte Carlo,EasyJet,Service,Cyprus,FALSE,D,M,Haji-Ioannou,Stelios,,1967,2,14
2540,"$1,000.00",Manufacturing,Hang Hong,55,China,Wuxi,Machinery,Manufacturing,China,TRUE,D,F,Hang,Hong,,1968,1,1
2540,"$1,000.00",Manufacturing,He Yamin & family,66,China,Chengdu,Manufacturing,Manufacturing,China,TRUE,D,M,He,Yamin,,1957,2,23
2540,"$1,000.00",Energy,Ghan Djoe Hiang,79,Indonesia,Jakarta,Coal,Energy,Indonesia,FALSE,N,F,Hiang,Ghan Djoe,,1943,9,3
2540,"$1,000.00",Technology,Hong Feng,46,China,Beijing,Smartphones,Technology,China,TRUE,D,M,Hong,Feng,,1977,1,1
2540,"$1,000.00",Fashion & Retail,Hong Seok-joh,70,South Korea,Seoul,Convenience stores,Fashion & Retail,South Korea,FALSE,D,M,Hong,Seok-joh,,1953,1,8
2540,"$1,000.00",Healthcare,Hu Gengxi & family,59,China,Shanghai,Bio-Pharma,Healthcare,China,TRUE,R,M,Hu,Gengxi,,1964,1,9
2540,"$1,000.00",Technology,Danilo Iervolino,45,Italy,Rome,Online universities,Technology,Italy,TRUE,N,M,Iervolino,Danilo,,1978,4,2
2540,"$1,000.00",Finance & Investments,Hedda im Brahm-Droege,68,Germany,Dusseldorf,Investments,Finance & Investments,Germany,TRUE,D,F,im Brahm-Droege,Hedda,,1955,1,1
2540,"$1,000.00",Manufacturing,Inder Jaisinghani,70,India,Mumbai,Cables & wires,Manufacturing,India,TRUE,N,M,Jaisinghani,Inder ,,1953,3,29
2540,"$1,000.00",Sports,LeBron James,38,United States,Los Angeles,Basketball,Sports,United States,TRUE,N,M,James,LeBron,Athlete,1984,12,30
2540,"$1,000.00",Fashion & Retail,Johan Johannson,56,Norway,Oslo,Grocery stores,Fashion & Retail,Norway,FALSE,D,M,Johannson,Johan,,1967,1,1
2540,"$1,000.00",Technology,Morris Kahn,93,Israel,Beit Yanay,Software,Technology,Israel,TRUE,E,M,Kahn,Morris,,1930,1,1
2540,"$1,000.00",Manufacturing,Ashok Kajaria,75,India,Delhi,Tiles,Manufacturing,India,TRUE,R,M,Kajaria,Ashok,,1947,8,1
2540,"$1,000.00",Finance & Investments,Marcelo Kalim,53,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,TRUE,E,M,Kalim,Marcelo,,1969,10,15
2540,"$1,000.00",Sports,Ken Kendrick,79,United States,Paradise Valley,"Banking, sports team",Sports,United States,TRUE,E,M,Kendrick,Ken,,1943,9,2
2540,"$1,000.00",Technology,Brad Keywell,53,United States,Chicago,"Software, investments",Technology,United States,TRUE,N,M,Keywell,Brad,,1969,10,27
2540,"$1,000.00",Energy,Muhammed Aziz Khan,68,Singapore,Singapore,Power,Energy,Bangladesh,TRUE,N,M,Khan,Muhammed Aziz,,1955,3,1
2540,"$1,000.00",Fashion & Retail,Kim Jung-woong,48,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,TRUE,D,M,Kim,Jung-woong,,1975,1,1
2540,"$1,000.00",Diversified,Ihor Kolomoyskyy,60,Ukraine,Kiev,"Banking, investments",Diversified,Israel,TRUE,E,M,Kolomoyskyy,Ihor,,1963,2,13
2540,"$1,000.00",Real Estate,Kong Jian Min,55,China,Guangzhou,Real estate,Real Estate,China,TRUE,D,M,Kong,Jian Min,,1968,1,1
2540,"$1,000.00",Manufacturing,Koo Bon-neung,74,South Korea,Seoul,Electronics,Manufacturing,South Korea,FALSE,D,M,Koo,Bon-neung,,1949,3,26
2540,"$1,000.00",Real Estate,Michael Kum,78,Singapore,Singapore,Hotels,Real Estate,Singapore,TRUE,N,M,Kum,Michael,,1945,1,1
2540,"$1,000.00",Real Estate,Richard Kurtz,82,United States,Palm Beach,Real estate,Real Estate,United States,TRUE,N,M,Kurtz,Richard,,1940,5,15
2540,"$1,000.00",Finance & Investments,Lev Kvetnoi,57,Russia,Moscow,Cement,Finance & Investments,Russia,TRUE,R,M,Kvetnoi,Lev,,1965,8,27
2540,"$1,000.00",Finance & Investments,Michiel Le Roux,73,South Africa,Stellenbosch,Banking,Finance & Investments,South Africa,TRUE,D,M,Le Roux,Michiel,,1949,5,20
2540,"$1,000.00",Technology,Li Wanqiang,45,China,Beijing,Smartphones,Technology,China,TRUE,D,M,Li,Wanqiang,,1977,8,1
2540,"$1,000.00",Fashion & Retail,Liu Baolin,69,China,Wuhan,Pharmacies,Fashion & Retail,China,TRUE,E,M,Liu,Baolin,,1953,6,1
2540,"$1,000.00",Healthcare,Loo Choon Yong,74,Singapore,Singapore,Healthcare,Healthcare,Singapore,TRUE,N,M,Loo,Choon Yong,,1949,2,27
2540,"$1,000.00",Technology,Lu Yonghua & family,59,China,Shanghai,Electronics,Technology,China,TRUE,D,M,Lu,Yonghua,,1963,7,26
2540,"$1,000.00",Manufacturing,Ma Xiuhui,52,China,Shanghai,LED lighting,Manufacturing,China,TRUE,D,F,Ma,Xiuhui,,1971,1,7
2540,"$1,000.00",Technology,Apoorva Mehta,36,United States,San Francisco,Grocery delivery service,Technology,Canada,TRUE,D,M,Mehta,Apoorva,Founder,1986,7,19
2540,"$1,000.00",Manufacturing,Gabriella Meister,,Germany,Landsberg am Lech,Appliances,Manufacturing,Germany,FALSE,D,F,Meister,Gabriella,,,,
2540,"$1,000.00",Manufacturing,Ulrike Meister,56,Germany,Landsberg,Appliances,Manufacturing,Germany,FALSE,D,F,Meister,Ulrike,,1967,3,13
2540,"$1,000.00",Construction & Engineering,Andrei Molchanov,51,Russia,Moscow,Construction materials,Construction & Engineering,Russia,TRUE,R,M,Molchanov,Andrei,,1971,9,24
2540,"$1,000.00",Manufacturing,Fulvio Montipò & family,78,Italy,Reggio Emilia,Hydraulic pumps,Manufacturing,Italy,TRUE,N,M,Montipò,Fulvio,,1944,10,22
2540,"$1,000.00",Finance & Investments,Stanley Motta,77,,,Finance,Finance & Investments,Panama,FALSE,N,M,Motta,Stanley,,1945,6,15
2540,"$1,000.00",Media & Entertainment,Tyler Perry,53,United States,Atlanta,"Movies, television",Media & Entertainment,United States,TRUE,E,M,Perry,Tyler,Director,1969,9,14
2540,"$1,000.00",Fashion & Retail,Réal Plourde,,Canada,Westmount,Convenience stores,Fashion & Retail,Canada,TRUE,N,M,Plourde,Réal,,,,
2540,"$1,000.00",Food & Beverage,Vera Rechulski Santo Domingo,74,Bermuda,,Beer,Food & Beverage,Brazil,FALSE,E,F,Rechulski Santo Domingo,Vera,,1948,12,26
2540,"$1,000.00",Energy,George Sakellaris,76,United States,Milton,Energy services,Energy,United States,TRUE,D,M,Sakellaris,George,,1946,6,3
2540,"$1,000.00",Media & Entertainment,Eddy Kusnadi Sariaatmadja,69,Indonesia,Jakarta,"Media, tech",Media & Entertainment,Indonesia,TRUE,D,M,Sariaatmadja,Eddy Kusnadi,,1953,8,23
2540,"$1,000.00",Technology,Neerja Sethi,68,United States,Fisher Island,"IT consulting, outsourcing",Technology,United States,TRUE,E,F,Sethi,Neerja,,1955,1,16
2540,"$1,000.00",Technology,Scott Smith,73,United States,Provo,Cloud computing,Technology,United States,TRUE,D,M,Smith,Scott,,1949,4,12
